 "publication_type" , "journal_article" , "title" , "publication_year" , "author_name" , "journal_name" , "journal_issue_number" , "journal_volume_number" , "startEndPages" , "publisher_name" , "doi" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1030588" , "Frailty Index to Measure Health Status in People with Systemic Sclerosis" , "2014" , "Baron - M." , "The Journal of Rheumatology" , "4" , "41" , "698--705" , "The Journal of Rheumatology" , "10.3899/jrheum.130182" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1030588" , "Frailty Index to Measure Health Status in People with Systemic Sclerosis" , "2014" , "Markland - J." , "The Journal of Rheumatology" , "4" , "41" , "698--705" , "The Journal of Rheumatology" , "10.3899/jrheum.130182" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1030588" , "Frailty Index to Measure Health Status in People with Systemic Sclerosis" , "2014" , "Robinson - D." , "The Journal of Rheumatology" , "4" , "41" , "698--705" , "The Journal of Rheumatology" , "10.3899/jrheum.130182" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1030588" , "Frailty Index to Measure Health Status in People with Systemic Sclerosis" , "2014" , "Jones - N." , "The Journal of Rheumatology" , "4" , "41" , "698--705" , "The Journal of Rheumatology" , "10.3899/jrheum.130182" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1030588" , "Frailty Index to Measure Health Status in People with Systemic Sclerosis" , "2014" , "Khalidi - N." , "The Journal of Rheumatology" , "4" , "41" , "698--705" , "The Journal of Rheumatology" , "10.3899/jrheum.130182" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1030588" , "Frailty Index to Measure Health Status in People with Systemic Sclerosis" , "2014" , "Docherty - P." , "The Journal of Rheumatology" , "4" , "41" , "698--705" , "The Journal of Rheumatology" , "10.3899/jrheum.130182" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1030588" , "Frailty Index to Measure Health Status in People with Systemic Sclerosis" , "2014" , "Kaminska - E." , "The Journal of Rheumatology" , "4" , "41" , "698--705" , "The Journal of Rheumatology" , "10.3899/jrheum.130182" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1030588" , "Frailty Index to Measure Health Status in People with Systemic Sclerosis" , "2014" , "Masetto - A." , "The Journal of Rheumatology" , "4" , "41" , "698--705" , "The Journal of Rheumatology" , "10.3899/jrheum.130182" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1030588" , "Frailty Index to Measure Health Status in People with Systemic Sclerosis" , "2014" , "Sutton - E." , "The Journal of Rheumatology" , "4" , "41" , "698--705" , "The Journal of Rheumatology" , "10.3899/jrheum.130182" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1030588" , "Frailty Index to Measure Health Status in People with Systemic Sclerosis" , "2014" , "Mathieu - J.-P." , "The Journal of Rheumatology" , "4" , "41" , "698--705" , "The Journal of Rheumatology" , "10.3899/jrheum.130182" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1030588" , "Frailty Index to Measure Health Status in People with Systemic Sclerosis" , "2014" , "Hudson - M." , "The Journal of Rheumatology" , "4" , "41" , "698--705" , "The Journal of Rheumatology" , "10.3899/jrheum.130182" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1030588" , "Frailty Index to Measure Health Status in People with Systemic Sclerosis" , "2014" , "Ligier - S." , "The Journal of Rheumatology" , "4" , "41" , "698--705" , "The Journal of Rheumatology" , "10.3899/jrheum.130182" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1030588" , "Frailty Index to Measure Health Status in People with Systemic Sclerosis" , "2014" , "Grodzicky - T." , "The Journal of Rheumatology" , "4" , "41" , "698--705" , "The Journal of Rheumatology" , "10.3899/jrheum.130182" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1030588" , "Frailty Index to Measure Health Status in People with Systemic Sclerosis" , "2014" , "LeClercq - S." , "The Journal of Rheumatology" , "4" , "41" , "698--705" , "The Journal of Rheumatology" , "10.3899/jrheum.130182" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1030588" , "Frailty Index to Measure Health Status in People with Systemic Sclerosis" , "2014" , "Thorne - C." , "The Journal of Rheumatology" , "4" , "41" , "698--705" , "The Journal of Rheumatology" , "10.3899/jrheum.130182" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1030588" , "Frailty Index to Measure Health Status in People with Systemic Sclerosis" , "2014" , "Gyger - G." , "The Journal of Rheumatology" , "4" , "41" , "698--705" , "The Journal of Rheumatology" , "10.3899/jrheum.130182" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1030588" , "Frailty Index to Measure Health Status in People with Systemic Sclerosis" , "2014" , "Smith - D." , "The Journal of Rheumatology" , "4" , "41" , "698--705" , "The Journal of Rheumatology" , "10.3899/jrheum.130182" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1030588" , "Frailty Index to Measure Health Status in People with Systemic Sclerosis" , "2014" , "Fritzler - M." , "The Journal of Rheumatology" , "4" , "41" , "698--705" , "The Journal of Rheumatology" , "10.3899/jrheum.130182" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1036013" , "Does Sonographic Needle Guidance Affect the Clinical Outcome of Intraarticular Injections?" , "2009" , "SIBBITT - W. L." , "The Journal of Rheumatology" , "9" , "36" , "1892--1902" , "The Journal of Rheumatology" , "10.3899/jrheum.090013" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1036013" , "Does Sonographic Needle Guidance Affect the Clinical Outcome of Intraarticular Injections?" , "2009" , "PEISAJOVICH - A." , "The Journal of Rheumatology" , "9" , "36" , "1892--1902" , "The Journal of Rheumatology" , "10.3899/jrheum.090013" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1036013" , "Does Sonographic Needle Guidance Affect the Clinical Outcome of Intraarticular Injections?" , "2009" , "MICHAEL - A. A." , "The Journal of Rheumatology" , "9" , "36" , "1892--1902" , "The Journal of Rheumatology" , "10.3899/jrheum.090013" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1036013" , "Does Sonographic Needle Guidance Affect the Clinical Outcome of Intraarticular Injections?" , "2009" , "PARK - K. S." , "The Journal of Rheumatology" , "9" , "36" , "1892--1902" , "The Journal of Rheumatology" , "10.3899/jrheum.090013" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1036013" , "Does Sonographic Needle Guidance Affect the Clinical Outcome of Intraarticular Injections?" , "2009" , "SIBBITT - R. R." , "The Journal of Rheumatology" , "9" , "36" , "1892--1902" , "The Journal of Rheumatology" , "10.3899/jrheum.090013" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1036013" , "Does Sonographic Needle Guidance Affect the Clinical Outcome of Intraarticular Injections?" , "2009" , "BAND - P. A." , "The Journal of Rheumatology" , "9" , "36" , "1892--1902" , "The Journal of Rheumatology" , "10.3899/jrheum.090013" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1036013" , "Does Sonographic Needle Guidance Affect the Clinical Outcome of Intraarticular Injections?" , "2009" , "BANKHURST - A. D." , "The Journal of Rheumatology" , "9" , "36" , "1892--1902" , "The Journal of Rheumatology" , "10.3899/jrheum.090013" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1039082" , "A Questionnaire Using the Modified 2010 American College of Rheumatology Criteria for Fibromyalgia: Specificity and Sensitivity in Clinical Practice" , "2013" , "Ferrari - R." , "The Journal of Rheumatology" , "9" , "40" , "1590--1595" , "The Journal of Rheumatology" , "10.3899/jrheum.130367" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1039082" , "A Questionnaire Using the Modified 2010 American College of Rheumatology Criteria for Fibromyalgia: Specificity and Sensitivity in Clinical Practice" , "2013" , "Russell - A. S." , "The Journal of Rheumatology" , "9" , "40" , "1590--1595" , "The Journal of Rheumatology" , "10.3899/jrheum.130367" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1061563" , "Arterial Events in Persons with Dermatomyositis and Polymyositis" , "2009" , "BERNATSKY - S." , "The Journal of Rheumatology" , "9" , "36" , "1943--1946" , "The Journal of Rheumatology" , "10.3899/jrheum.090061" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1061563" , "Arterial Events in Persons with Dermatomyositis and Polymyositis" , "2009" , "PINEAU - C. A." , "The Journal of Rheumatology" , "9" , "36" , "1943--1946" , "The Journal of Rheumatology" , "10.3899/jrheum.090061" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/44509" , "First- and Second-Trimester Evaluation of Risk for Down Syndrome" , "2007" , "Carr - Stephen R." , "Obstetrics & Gynecology" , "1" , "110" , "10--17" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.aog.0000263470.89007.e3" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/44509" , "First- and Second-Trimester Evaluation of Risk for Down Syndrome" , "2007" , "Wolfe - Honor M." , "Obstetrics & Gynecology" , "1" , "110" , "10--17" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.aog.0000263470.89007.e3" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/44509" , "First- and Second-Trimester Evaluation of Risk for Down Syndrome" , "2007" , "Emig - Danielle" , "Obstetrics & Gynecology" , "1" , "110" , "10--17" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.aog.0000263470.89007.e3" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/44509" , "First- and Second-Trimester Evaluation of Risk for Down Syndrome" , "2007" , "DʼAlton - Mary E." , "Obstetrics & Gynecology" , "1" , "110" , "10--17" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/01.aog.0000263470.89007.e3" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/44948" , "Conducting Accelerometer-Based Activity Assessments in Field-Based Research" , "2005" , "MCIVER - KERRY L." , "Medicine & Science in Sports & Exercise" , "Supplement" , "37" , "S531--S543" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1249/01.mss.0000185657.86065.98" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/44948" , "Conducting Accelerometer-Based Activity Assessments in Field-Based Research" , "2005" , "PATE - RUSSELL R." , "Medicine & Science in Sports & Exercise" , "Supplement" , "37" , "S531--S543" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1249/01.mss.0000185657.86065.98" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45311" , "Intraoperative Pacemaker Complications" , "1985" , "SHAPIRO - WILLIAM A." , "Anesthesiology" , "3" , "63" , "319--322" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/00000542-198509000-00015" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/43370" , "Effectiveness of an Evidence-Based Quality Improvement Approach to Cultural Competence Training" , "2016" , "Fox - Annie B." , "Journal of Continuing Education in the Health Professions" , "2" , "36" , "96--103" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/ceh.0000000000000073" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/43370" , "Effectiveness of an Evidence-Based Quality Improvement Approach to Cultural Competence Training" , "2016" , "Hamilton - Alison B." , "Journal of Continuing Education in the Health Professions" , "2" , "36" , "96--103" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/ceh.0000000000000073" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/43370" , "Effectiveness of an Evidence-Based Quality Improvement Approach to Cultural Competence Training" , "2016" , "Frayne - Susan M." , "Journal of Continuing Education in the Health Professions" , "2" , "36" , "96--103" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/ceh.0000000000000073" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/909061" , "Fibromyalgia Syndrome Module at OMERACT 9: Domain Construct" , "2009" , "CROFFORD - L. J." , "The Journal of Rheumatology" , "10" , "36" , "2318--2329" , "The Journal of Rheumatology" , "10.3899/jrheum.090367" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/909061" , "Fibromyalgia Syndrome Module at OMERACT 9: Domain Construct" , "2009" , "GLASS - J. M." , "The Journal of Rheumatology" , "10" , "36" , "2318--2329" , "The Journal of Rheumatology" , "10.3899/jrheum.090367" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/909061" , "Fibromyalgia Syndrome Module at OMERACT 9: Domain Construct" , "2009" , "MARTIN - S. A." , "The Journal of Rheumatology" , "10" , "36" , "2318--2329" , "The Journal of Rheumatology" , "10.3899/jrheum.090367" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/909061" , "Fibromyalgia Syndrome Module at OMERACT 9: Domain Construct" , "2009" , "MOREA - J." , "The Journal of Rheumatology" , "10" , "36" , "2318--2329" , "The Journal of Rheumatology" , "10.3899/jrheum.090367" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/909061" , "Fibromyalgia Syndrome Module at OMERACT 9: Domain Construct" , "2009" , "SIMON - L." , "The Journal of Rheumatology" , "10" , "36" , "2318--2329" , "The Journal of Rheumatology" , "10.3899/jrheum.090367" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/909061" , "Fibromyalgia Syndrome Module at OMERACT 9: Domain Construct" , "2009" , "STRAND - C. V." , "The Journal of Rheumatology" , "10" , "36" , "2318--2329" , "The Journal of Rheumatology" , "10.3899/jrheum.090367" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/909061" , "Fibromyalgia Syndrome Module at OMERACT 9: Domain Construct" , "2009" , "WILLIAMS - D. A." , "The Journal of Rheumatology" , "10" , "36" , "2318--2329" , "The Journal of Rheumatology" , "10.3899/jrheum.090367" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/958923" , "Influence of IL6R rs8192284 Polymorphism Status in Disease Activity in Rheumatoid Arthritis" , "2010" , "LAMAS - J. R." , "The Journal of Rheumatology" , "8" , "37" , "1579--1581" , "The Journal of Rheumatology" , "10.3899/jrheum.091455" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/958923" , "Influence of IL6R rs8192284 Polymorphism Status in Disease Activity in Rheumatoid Arthritis" , "2010" , "VARADE - J." , "The Journal of Rheumatology" , "8" , "37" , "1579--1581" , "The Journal of Rheumatology" , "10.3899/jrheum.091455" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/958923" , "Influence of IL6R rs8192284 Polymorphism Status in Disease Activity in Rheumatoid Arthritis" , "2010" , "LOPEZ-ROMERO - P." , "The Journal of Rheumatology" , "8" , "37" , "1579--1581" , "The Journal of Rheumatology" , "10.3899/jrheum.091455" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/958923" , "Influence of IL6R rs8192284 Polymorphism Status in Disease Activity in Rheumatoid Arthritis" , "2010" , "TORNERO-ESTEBAN - P." , "The Journal of Rheumatology" , "8" , "37" , "1579--1581" , "The Journal of Rheumatology" , "10.3899/jrheum.091455" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/958923" , "Influence of IL6R rs8192284 Polymorphism Status in Disease Activity in Rheumatoid Arthritis" , "2010" , "ABASOLO - L." , "The Journal of Rheumatology" , "8" , "37" , "1579--1581" , "The Journal of Rheumatology" , "10.3899/jrheum.091455" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/958923" , "Influence of IL6R rs8192284 Polymorphism Status in Disease Activity in Rheumatoid Arthritis" , "2010" , "FERNANDEZ-GUTIERREZ - B." , "The Journal of Rheumatology" , "8" , "37" , "1579--1581" , "The Journal of Rheumatology" , "10.3899/jrheum.091455" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1087099" , "Orofacial Symptoms Related to Temporomandibular Joint Arthritis in Juvenile Idiopathic Arthritis: Smallest Detectable Difference in Self-reported Pain Intensity" , "2012" , "PEDERSEN - T. K." , "The Journal of Rheumatology" , "12" , "39" , "2352--2358" , "The Journal of Rheumatology" , "10.3899/jrheum.120437" ,
